codigo_producto,nombre_producto,tipo_b_s,categoria_codigo,subcategoria_codigo,procedencia_pais,iva_pct,precio_lista_1,precio_lista_2,precio_lista_3,activo_catalogo,lote_export,marca_color_catalogo
112482-85,"TUBO ENDOTRAQUEAL MURPHY, CON BALON, 8.5 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
1127,TAPONES AUDITIVOS INDUSTRIALES,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",N,0,VERDE
112700000,"ENDO TEST INSTRUMENTO DE MONITOREO, LLENADO Y AJUSTE DE LA PRESION DEL BALON",B,1,45,ESTADOS UNIDOS,,"466,20000047","349,99999790","380,00000000",S,0,AMARILLO
1138100,HOJAS DE SIERRA PARA CALADORA MANUAL,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
1-1505-50,CANULA DE GUEDEL 5 CODIFICADA POR COLOR,B,8,51,ESTADOS UNIDOS,,"0,77000000","0,66000000","0,72000000",S,0,VIOLETA
1-1505-60,CANULA DE GUEDEL 6 CODIFICADA POR COLOR,B,8,51,ESTADOS UNIDOS,,"0,77000000","0,66000000","0,72000000",S,0,GRIS
1-1505-70,CANULA DE GUEDEL 7 CODIFICADA POR COLOR,B,8,51,ESTADOS UNIDOS,,"0,77000000","0,66000000","0,72000000",S,0,AZUL
1-1505-80,CANULA DE GUEDEL 8 CODIFICADA POR COLOR,B,8,51,ESTADOS UNIDOS,,"0,77000000","0,66000000","0,72000000",S,0,ROJO
1-1505-90,CANULA DE GUEDEL 9 CODIFICADA POR COLOR,B,8,51,ESTADOS UNIDOS,,"0,77000000","0,66000000","0,72000000",S,0,VERDE
1-1505-99,CANULA DE GUEDEL 10 CODIFICADA POR COLOR,B,8,51,ESTADOS UNIDOS,,"0,77000000","0,66000000","0,72000000",S,0,AMARILLO
116100260,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 26 FR, IZQUIERDO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,NARANJA
116100280,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 28 FR, IZQUIERDO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
116100280.,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 28 FR, IZQUIERDO",B,19,62,MALASIA,,"84,00000025","60,99999988","75,00000045",S,0,GRIS
116100350,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 35 FR, IZQUIERDO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,AZUL
116100350.,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 35 FR, IZQUIERDO",B,19,62,MALASIA,,"83,99999975","60,99999957","75,00000060",S,0,ROJO
116100370,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 37 FR, IZQUIERDO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,VERDE
116100370.,"SET TUBO ENDOBRONQUIAL ROBERTSHAW,DOBLE LUMEN, 37 FR, IZQUIERDO",B,19,62,MALASIA,,"84,00000059","61,00000000","74,99999955",S,0,AMARILLO
116100390,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 39 FR, IZQUIERDO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,NARANJA
116100390.,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 39 FR, IZQUIERDO",B,19,62,MALASIA,,"50,00000010","50,00000010","50,00000025",S,0,VIOLETA
116200260,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 26 FR, DERECHO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,GRIS
116200280,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 28 FR, DERECHO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
116200350,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 35 FR, DERECHO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,ROJO
116200350.,"SET TUBO ENDOBRONQUIAL ROBERTSHAW,DOBLE LUMEN, 35 FR, DERECHO",B,19,62,MALASIA,,"83,99999950","60,99999957","74,99999985",S,0,VERDE
116200370,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 37 FR, DERECHO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,AMARILLO
116200370.,"SET TUBO ENDOBRONQUIAL ROBERTSHAW,DOBLE LUMEN, 37 FR, DERECHO",B,19,62,MALASIA,,"49,99999980","49,99999980","50,00000015",S,0,NARANJA
116200390,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 39 FR, DERECHO",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",N,0,VIOLETA
116200390.,"SET TUBO ENDOBRONQUIAL ROBERTSHAW DOBLE LUMEN, 39 FR, DERECHO",B,19,62,MALASIA,,"83,99999958","61,00000037","74,99999947",S,0,GRIS
1195,GAFAS PROTECTORAS INDUSTRIALES,B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",N,0,AZUL
1195400,"PISTOLA DE AIRE CALIENTE POTENTE, CON MANGO PLASTICO RESISTENTE, AMPERAJE DE 120V/2 VELOCIDADES, PRODUCCION DE CALOR HASTA 600 GRADOS CENTIGRADOS",B,6,54,ECUADOR,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
12.210.300,"CORREA DE ARRASTRE,PARA MAQUINA SELLADORA RS 120A",B,9,50,FINLANDIA,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
12.700.081,"RESORTE DE PRESION,PARA MAQUINA SELLADORA RS 120A",B,9,50,FINLANDIA,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
120803085,"SET DE TRAQUEOTOMIA TRAQUEOTOMO CON ENDOCANULA, CON BALON, 7.0 MM",B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
120813085,"SET DE TRAQUEOTOMIA TRAQUEOTOMO CON ENDOCANULA, FENESTRADO, CON BALON, 6.0 MM",B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
120813100,"SET DE TRAQUEOTOMIA TRAQUEOTOMO CON ENDOCANULA, FENESTRADO, CON BALON, 8.0 MM",B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
120AADGF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTORRILLA, TALLA GRANDE 40-42, FEMENINO, NATURAL",B,2,48,BRASIL,,"17,85207798","11,91888807","14,28166304",S,0,AZUL
120AADMF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTORRILLA, TALLA MEDIANA 36-39, FEMENINO, NATURAL",B,2,48,BRASIL,,"17,85207798","11,91888796","14,28166306",S,0,ROJO
120AADPF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTORRILLA, TALLA PEQUENA 33-35, FEMENINO, NATURAL",B,2,48,BRASIL,,"17,85207788","11,91888798","14,28166293",S,0,VERDE
120AAF1F36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, MEDIO MUSLO, TALLA 1 PARA ALTURA 147-175CM Y PESO 48-64KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,75346100","24,51980880","29,40276888",S,0,AMARILLO
120AAF2F29,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, MEDIO MUSLO, TALLA 2 PARA ALTURA 147-178CM Y PESO 66-82KG, FEMENINO, NATURAL OSCURO",B,2,48,BRASIL,,"36,75346118","29,40276915","29,40276921",S,0,NARANJA
120AAF2F36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, MEDIO MUSLO, TALLA 2 PARA ALTURA 147-178CM Y PESO 66-82KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,75346089","24,51980910","29,40276876",S,0,VIOLETA
120AAF3F29,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, MEDIO MUSLO, TALLA 3 PARA ALTURA 147-175CM Y PESO 84-100KG, FEMENINO, NATURAL OSCURO",B,2,48,BRASIL,,"36,75346071","24,51980883","29,40276900",S,0,GRIS
120AAF3F36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, MEDIO MUSLO, TALLA 3 PARA ALTURA 147-175CM Y PESO 84-100KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,75346126","24,51980885","29,40276915",S,0,AZUL
120AATAF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA, TALLA A PARA ALTURA 147-167CM Y PESO 43-61KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042415","24,52445383","29,40833894",S,0,ROJO
120AATBF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA, TALLA B PARA ALTURA 157-178CM Y PESO 50-68KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042415","24,52445388","29,40833876",S,0,VERDE
120AATCF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA, TALLA C PARA ALTURA 147-165CM Y PESO 64-84KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042389","24,52445383","29,40833900",S,0,AMARILLO
120AATDF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA, TALLA D PARA ALTURA 167-183CM Y PESO 57-80KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042371","24,52445412","29,40833924",S,0,NARANJA
120AATEF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA, TALLA E PARA ALTURA 155-175CM Y PESO 75-98KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042374","24,52445398","29,40833912",S,0,VIOLETA
120AATFF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA, TALLA F PARA ALTURA 155-175CM Y PESO 75-98KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042429","24,52445398","29,40833900",S,0,GRIS
120AATMBF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA MATERNA, TALLA B PARA ALTURA 157-178CM Y PESO 48-68KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"44,09244987","29,39496691","35,27396025",S,0,AZUL
120AATMCF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA MATERNA, TALLA C PARA ALTURA 147-165CM Y PESO 64-84KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"44,09245035","29,39496688","35,27396004",S,0,ROJO
120AATMDF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA ABIERTA, PANTIMEDIA MATERNA, TALLA D PARA ALTURA 167-183CM Y PESO 59-80KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"44,09244978","29,39496691","35,27396018",S,0,VERDE
120BADGF29,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA GRANDE 40-42, FEMENINO, NATURAL OSCURA",B,2,48,BRASIL,,"17,85207789","11,91888792","14,28166303",S,0,AMARILLO
120BADGF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA GRANDE 40-42, FEMENINO, NATURAL",B,2,48,BRASIL,,"17,85207796","11,91888793","14,28166289",S,0,NARANJA
120BADGF99,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA GRANDE 40-42, FEMENINO, NEGRO",B,2,48,BRASIL,,"17,85207804","11,91888807","14,28166290",S,0,VIOLETA
120BADMF29,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA MEDIANA 36-39, FEMENINO, NATURAL OSCURA",B,2,48,BRASIL,,"17,85207791","11,91888804","14,28166299",S,0,GRIS
120BADMF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA MEDIANA 36-39, FEMENINO, NATURAL",B,2,48,BRASIL,,"17,85207802","11,91888805","14,28166307",S,0,AZUL
120BADMF99,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA MEDIANA 36-39, FEMENINO, NEGRO",B,2,48,BRASIL,,"17,85207795","11,91888792","14,28166289",S,0,ROJO
120BADPF29,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA PEQUENA 33-35, FEMENINO, NATURAL OSCURA",B,2,48,BRASIL,,"17,85207814","11,91888795","14,28166294",S,0,VERDE
120BADPF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA PEQUENA 33-35, FEMENINO, NATURAL",B,2,48,BRASIL,,"17,85207791","11,91888799","14,28166309",S,0,AMARILLO
120BADPF99,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTORRILLA, TALLA PEQUENA 33-35, FEMENINO, NEGRO",B,2,48,BRASIL,,"17,85207788","11,91888796","14,28166310",S,0,NARANJA
120BAF1F29,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 1, PARA ALTURA 147-178CM Y PESO 48-64KG,NATURAL OSCURO",B,2,48,BRASIL,,"36,75346107","24,51980888","29,40276912",S,0,VIOLETA
120BAF1F36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 1, PARA ALTURA 147-178CM Y PESO 48-64KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,75346100","24,51980883","29,40276921",S,0,GRIS
120BAF1F99,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 1, PARA ALTURA 147-178CM Y PESO 48-64KG, FEMENINO, NEGRO",B,2,48,BRASIL,,"36,75346085","24,51980893","29,40276897",S,0,AZUL
120BAF2F29,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 2, PARA ALTURA 147-178CM Y PESO 64-82KG",B,2,48,BRASIL,,"36,75346107","24,51980880","29,40276918",S,0,ROJO
120BAF2F36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 2, PARA ALTURA 147-178CM Y PESO 64-82KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,75346104","24,51980883","29,40276915",S,0,VERDE
120BAF2F99,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 2, PARA ALTURA 147-178CM Y PESO 64-82KG, FEMENINO, NEGRO",B,2,48,BRASIL,,"36,75346115","24,51980883","29,40276921",S,0,AMARILLO
120BAF3F36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 3, PARA ALTURA 152-175CM Y PESO 84-100KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,75346078","24,51980893","29,40276897",S,0,NARANJA
120BAF3F99,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, MEDIO MUSLO, TALLA 3, PARA ALTURA 152-175CM Y PESO 84-100KG, FEMENINO, NEGRO",B,2,48,BRASIL,,"36,75346074","24,51980893","29,40276921",S,0,VIOLETA
120BATAF29,"MEDIA AUDACE 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA A PARA ALTURA 147-167CM Y PESO 43-61KG, FEMENINO, NATURAL OSCURA",B,2,48,BRASIL,,"36,76042426","24,52445417","29,40833894",S,0,GRIS
120BATAF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA A PARA ALTURA 147-167CM Y PESO 43-61KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042422","24,52445383","29,40833879",S,0,AZUL
120BATAF99,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA A PARA ALTURA 147-167CM Y PESO 43-61KG, FEMENINO, NEGRA",B,2,48,BRASIL,,"36,76042426","24,52445390","29,40833915",S,0,ROJO
120BATBF29,"MEDIA AUDACE,15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA B PARA ALTURA 157-178CM Y PESO 50-68KG, FEMENINO, NATURAL OSCURA",B,2,48,BRASIL,,"36,76042389","24,52445380","29,40833903",S,0,VERDE
120BATBF36,"MEDIA AUDACE , 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA B PARA ALTURA 157-178CM Y PESO 50-68KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042382","24,52445393","29,40833897",S,0,AMARILLO
120BATBF99,"MEDIA AUDACE 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA B PARA ALTURA 157-178CM Y PESO 50-68KG, FEMENINO, NEGRA",B,2,48,BRASIL,,"36,76042385","24,52445417","29,40833894",S,0,NARANJA
120BATCF29,"MEDIA AUDACE,15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA C PARA ALTURA 147-165CM Y PESO 64-84KG, FEMENINO, NATURAL OSCURA",B,2,48,BRASIL,,"36,76042404","24,52445388","29,40833876",S,0,VIOLETA
120BATCF36,"MEDIA AUDACE , 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA C PARA ALTURA 147-165CM Y PESO 64-84KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042415","24,52445380","29,40833876",S,0,GRIS
120BATCF99,"MEDIA AUDACE 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA C PARA ALTURA 147-165CM Y PESO 64-84KG, FEMENINO, NEGRA",B,2,48,BRASIL,,"36,76042396","24,52445390","29,40833882",S,0,AZUL
120BATDF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA D PARA ALTURA 167-183CM Y PESO 57-80KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042378","24,52445388","29,40833912",S,0,ROJO
120BATEF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA E PARA ALTURA 155-175CM Y PESO 75-98KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042385","24,52445412","29,40833912",S,0,VERDE
120BATFF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA, TALLA F PARA ALTURA 155-175CM Y PESO 75-98KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"36,76042400","24,52445398","29,40833888",S,0,AMARILLO
120BATMAF36,"MEDIA AUDACE 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA MATERNA, TALLA A PARA ALTURA 147-167CM Y PESO 43-61KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"44,09245004","29,39496703","35,27396025",S,0,NARANJA
120BATMBF36,"MEDIA AUDACE 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA MATERNA, TALLA B PARA ALTURA 157-178CM Y PESO 50-68KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"44,09245018","29,39496712","35,27396028",S,0,VIOLETA
120BATMCF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA MATERNA, TALLA C PARA ALTURA 147-165CM Y PESO 64-84KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"44,09244996","29,39496688","35,27395996",S,0,GRIS
120BATMDF36,"MEDIA AUDACE, 15-20MMHG, PUNTERA CERRADA, PANTIMEDIA MATERNA TALLA D PARA ALTURA 167-183CM Y PESO 64-84KG, FEMENINO, NATURAL",B,2,48,BRASIL,,"44,09244965","29,39496706","35,27395975",S,0,AZUL
12140011,"SET DE TRAQUEOTOMIA TRAQUEOTOMO CON ENDOCANULA, CON BALON, 11 MM",B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
12140070,"SET DE TRAQUEOTOMIA TRAQUEOTOMO CON ENDOCANULA, CON BALON, 7 MM",B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
12140085,"SET DE TRAQUEOTOMIA TRAQUEOTOMO CON ENDOCANULA, CON BALON 8.5 MM",B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
121425,TUBO INTERNO 15 MM Y ANILLO FIJO,B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",N,0,NARANJA
1214441,1,B,,,,,,,,S,0,VIOLETA
121450,VALVULA DE FONACION 15 MM CON ADAPTADOR,B,,45,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",N,0,GRIS
12155570,"SET PERCUTWIST EQUIPO DILATADOR PARA TRAQUEOTOMIA, 7.0 MM",B,,45,ESTADOS UNIDOS,,"380,00000076","380,00000266","380,00000076",S,0,AZUL
12155580,"SET PERCUTWIST EQUIPO DILATADOR PARA TRAQUEOTOMIA, 8.0 MM",B,,45,ESTADOS UNIDOS,,"379,99999810","380,00000076","379,99999810",S,0,ROJO
12155590,"SET PERCUTWIST EQUIPO DILATADOR PARA TRAQUEOTOMIA, 9.0 MM",B,,45,ESTADOS UNIDOS,,"379,99999810","380,00000152","379,99999848",S,0,VERDE
121610035,"CANULA DE TRAQUEOSTOMIA CON BALON, 3.5 MM",B,19,62,MALASIA,,"15,90000003","11,99999990","12,99999991",N,0,AMARILLO
121610040,"CANULA DE TRAQUEOSTOMIA CON BALON, 4.0 MM",B,19,62,MALASIA,,"15,89999990","11,99999990","12,99999993",S,0,NARANJA
121610045,"CANULA DE TRAQUEOSTOMIA CON BALON, 4.5 MM",B,19,62,MALASIA,,"15,89999998","11,99999990","12,99999995",S,0,VIOLETA
121610050,"CANULA DE TRAQUEOSTOMIA CON BALON, 5.0 MM",B,19,62,MALASIA,,"15,89999995","12,00000002","13,00000009",S,0,GRIS
121610055,"CANULA DE TRAQUEOSTOMIA CON BALON, 5.5 MM",B,19,62,MALASIA,,"15,89999998","11,99999999","12,99999990",S,0,AZUL
121610060,"CANULA DE TRAQUEOSTOMIA CON BALON, 6.0 MM",B,19,62,MALASIA,,"15,89999989","12,00000004","12,99999990",S,0,ROJO
121610065,"CANULA DE TRAQUEOSTOMIA CON BALON, 6.5 MM",B,19,62,MALASIA,,"15,90000013","12,00000006","12,99999997",S,0,VERDE
121610070,"CANULA DE TRAQUEOSTOMIA CON BALON, 7.0 MM",B,19,62,MALASIA,,"8,00000004","7,99999994","7,99999998",S,0,AMARILLO
121610075,"CANULA DE TRAQUEOSTOMIA CON BALON, 7.5 MM",B,19,62,MALASIA,,"8,00000006","7,99999999","7,99999997",S,0,NARANJA
121610080,"CANULA DE TRAQUEOSTOMIA CON BALON, 8.0 MM",B,19,62,MALASIA,,"8,00000002","8,00000006","7,99999994",S,0,VIOLETA
121610085,"CANULA DE TRAQUEOSTOMIA CON BALON, 8.5 MM",B,19,62,MALASIA,,"15,90000013","11,99999999","12,99999990",S,0,GRIS
121610090,"CANULA DE TRAQUEOSTOMIA CON BALON, 9.0 MM",B,19,62,MALASIA,,"15,90000005","12,00000010","12,99999993",S,0,AZUL
121610095,"CANULA DE TRAQUEOSTOMIA CON BALON, 9.5 MM",B,19,62,MALASIA,,"15,90000006","12,00000008","12,99999996",S,0,ROJO
121610100,"CANULA DE TRAQUEOSTOMIA CON BALON, 10.0 MM",B,19,62,MALASIA,,"15,89999992","12,00000000","13,00000009",S,0,VERDE
121610-100,"CANULA DE TRAQUEOSTOMIA CON BALON, 10.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
121610-35,"CANULA DE TRAQUEOSTOMIA CON BALON, 3.5 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
121610-40,"CANULA DE TRAQUEOSTOMIA CON BALON, 4.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
121610-45,"CANULA DE TRAQUEOSTOMIA CON BALON, 4.5 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
121610-50,"CANULA DE TRAQUEOTOSMIA CON BALON, 5.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
121610-55,"CANULA DE TRAQUEOSTOMIA CON BALON, 5.5 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
121610-60,"CANULA DE TRAQUEOSTOMIA CON BALON, 6.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
121610-65,CANULA DE TRAQUEOSTOMIA CON BALON 6.5 MM,B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
121610-70,"CANULA DE TRAQUEOSTOMIA CON BALON, 7.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
121610-75,"CANULA DE TRAQUEOSTOMIA CON BALON, 7.5 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
121610-80,"CANULA DE TRAQUEOSTOMIA CON BALON, 8.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
121610-85,"CANULA DE TRAQUEOSTOMIA CON BALON, 8.5 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
121610-90,"CANULA DE TRAQUEOSTOMIA CON BALON, 9.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
121710-45,"CANULA DE TRAQUEOSTOMIA SIN BALON, 4.5 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
121710-50,"CANULA DE TRAQUEOSTOMIA SIN BALON, 5.0 MM",B,18,44,URUGUAY,,"0,00000000","0,00000000","0,00000000",S,0,AMARILLO
12240,"HISOPO CUIDADO ORAL READY CARE DENTASWAB, EMPAQUE INDIVIDUAL, 4 X CAJA",B,20,78,ESTADOS UNIDOS,,"0,11000000","0,11000000","0,11000000",S,0,NARANJA
12242,"HISOPO CUIDADO ORAL READY CARE DENTASWAB, EMPAQUE INDIVIDUAL, 2 X CAJA",B,20,78,ESTADOS UNIDOS,,"0,30000000","0,22000000","0,30000000",N,0,VIOLETA
12252,"HISOPO CUIDADO ORAL READY CARE DENTASWAB POLYPLUS, 2 X CAJA",B,20,78,ESTADOS UNIDOS,,"0,11000000","0,11000000","0,11000000",S,0,GRIS
1229100,"CANULA DE GUEDEL 5, 100MM",B,16,45,ESTADOS UNIDOS,,"0,94000001","0,70000000","0,72999999",S,0,AZUL
122950,"CANULA DE GUEDEL 0, 50MM",B,16,45,ESTADOS UNIDOS,,"0,93999999","0,70000000","0,73000001",N,0,ROJO
122960,"CANULA DE GUEDEL 1, 60MM",B,16,45,ESTADOS UNIDOS,,"0,94000000","0,70000000","0,73000000",N,0,VERDE
122970,"CANULA DE GUEDEL 2, 70MM",B,16,45,ESTADOS UNIDOS,,"0,93999999","0,70000000","0,73000001",N,0,AMARILLO
122980,"CANULA DE GUEDEL 3, 80MM",B,16,45,ESTADOS UNIDOS,,"0,70000000","0,70000000","0,70000000",S,0,NARANJA
122990,"CANULA DE GUEDEL 4, 90MM",B,16,45,ESTADOS UNIDOS,,"0,93999999","0,70000000","0,72999999",N,0,VIOLETA
