codigo_producto,nombre_producto,tipo_b_s,categoria_codigo,subcategoria_codigo,procedencia_pais,iva_pct,precio_lista_1,precio_lista_2,precio_lista_3,activo_catalogo,lote_export,marca_color_catalogo
000104,"CEPILLO DE CITOLOGIA USO MULTIPROPOSITO, DIAMETRO 1.7MM, LONGITUD DE VAINA 160CM Y DIAMETRO 1.7MM, DESECHABLE",B,20,15,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",N,0,GRIS
000342,"BALON DILATADOR ELIMINATOR PET ESOFAGICO, DIAMETRO EXT. INFLADO 10MM Y 30FR, LONGITUD DE BALON 8CM, LONGITUD 180CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,AZUL
000343,"BALON DILATADOR ELIMINATOR PET ESOFAGICO, DIAMETRO EXT. INFLADO 12MM Y 36FR, LONGITUD DE BALON 8CM, LONGITUD 180CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,ROJO
000344,"BALON DILATADOR ELIMINATOR PET ESOFAGICO, DIAMETRO EXT. INFLADO 15MM Y 45FR, LONGITUD DE BALON 8CM, LONGITUD 180CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,VERDE
000349,"BALON DILATADOR ELIMINATOR PET BILIAR,BALON 8MM X 3CM,LONGITUD 3CM,CATETER DIAMETRO EXTER. 5FR/1.7MM CON LONGITUD 180CM,DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,AMARILLO
000381,"PINZA DE BIOPSIA PRECISOR EXL ESTANDAR, MANDIBULA CON DISENO LAGARTO Y DIAMETRO INTERNO 2.3MM, LONGITUD 160CM, AMARILLO",B,8,15,ESTADOS UNIDOS,,,,,N,0,NARANJA
000383,"PINZA DE BIOPSIA PRECISOR EXL ESTANDAR, MANDIBULA CON DISENO OVALADA Y DIAMETRO INTERNO 2.3MM, LONGITUD 160CM, AMARILLO",B,8,15,ESTADOS UNIDOS,,,,,N,0,VIOLETA
000474,"ASA DE POLIPECTOMIA OPTIMIZER LAZO MEDIANO CON DISENO OVALADO, CUERDA ACTIVA OLYMPUS, VAINA DIAMETRO EXTER. 2.3MM, LONGITUD 23CM, DESECHABLE",B,20,15,ESTADOS UNIDOS,,,,,N,0,GRIS
0-00-4S41C,"ARTICULACION DE RODILLA PEDIATRICA 4 BARRAS, ALUMINIO, MC 55KG.",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
000615,"CEPILLO DE LIMPIEZA PARA CANAL ENDOSCOPICO DE DOBLE PUNTA, DIAMETRO 6.4MM, LONGITUD 7.4MM, LONGITUD DE EJE 230CM, DESECHABLE",B,20,15,ESTADOS UNIDOS,,,,,N,0,ROJO
000619,"CEPILLO DE LIMPIEZA PARA CANAL ENDOSCOPICO, VALVULAS, DIAMETRO 9.7MM/6.4MM, LONGITUD 45.2MM/7.4MM, LONGITUD DE EJE 230CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,VERDE
000846,"BALON DILATADOR ELIMINATOR PET PILORICO/COLONICO, INFLADO 10MM Y 30FR, LONGITUD DE BALON 4CM, LONGITUD 230CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,AMARILLO
000847,"BALON DILATADOR ELIMINATOR PET PILORICO/COLONICO, INFLADO 12MM Y 36FR, LONGITUD DE BALON 4CM, LONGITUD 230CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,NARANJA
000848,"BALON DILATADOR ELIMINATOR PET PILORICO/COLONICO, INFLADO 15MM Y 45FR, LONGITUD DE BALON 4CM, LONGITUD 230CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,,,,N,0,VIOLETA
0-01-FTT-L-17,"PIE SACH 17CM, PULGAR SEPARADO, IZQUIERDO, TALON 10MM, MC 60KG",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,GRIS
0-01-FTT-R-17,"PIE SACH 17CM, PULGAR SEPARADO, DERECHO, TALON 10MM, MC 60KG",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
0-01-FTT-R-19,"PIE SACH 10MM DE TACO, DEDOS PULGAR SEPARADO #19 DERECHO",B,4,65,CHINA,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
0-02-2N1SC,"ADAPTADOR DE TOBILLO SACH, PEDIATRICO, ACERO INOXIDABLE, MC 45KG.",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
00230A,"CESTA DE RECUPERACION NAKAO SPIDER NET TAMANO DE RED 2.5 X 5.5CM, VOLUMEN DE RED 7CC, LONGITUD 230CM",B,8,15,ESTADOS UNIDOS,,,,,N,0,AMARILLO
0-02-A11ZSC,"ADAPTADOR DE ENCAJE HEMBRA ROTABLE, PEDIATRICO, ACERO INOXIDABLE, MC 45 KG.",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,NARANJA
0-02-A1AC,"ADAPTADOR DE ENCAJE MACHO, PEDIATRICO, ALUMINIO, MC 45KG.",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,VIOLETA
0-02-A6AC,"ADAPTADOR DE TUBO HEMBRA, PEDIATRICO, ALUMINIO, MC 45KG.",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",N,0,GRIS
0-02-A6ACV,"ADAPTADOR DE TUBO HEMBRA, PEDIATRICO, ALUMINIO, MC 45KG.",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,AZUL
0-02-BC300,"TUBO PEDIATRICO 22MM X 300MM, ALUMINIO, MC 45KG.",B,21,65,HONG KONG,,"0,00000000","0,00000000","0,00000000",S,0,ROJO
003-40,"HUMIDIFICADOR 340ML AQUAPAK CON ADAPTADOR, PRECARGADO CON AGUA ESTERIL",B,8,27,ESTADOS UNIDOS,,"2,99999999","2,50000002","2,70000000",N,0,VERDE
005-40,"HUMIDIFICADOR 540 ML AQUAPAK CON ADAPTADOR, PRECARGADO CON AGUA ESTERIL",B,8,27,ESTADOS UNIDOS,,"3,50000001","2,90000000","3,20000001",N,0,AMARILLO
005630000,"FOCOS HALOGENOS PARA LARINGOSCOPIOS CON FIBRA OPTICA, CJ X 6 UND",B,,45,ESTADOS UNIDOS,,"30,00000024","30,00000024","30,00000006",S,0,NARANJA
005642300,"HOJA DE LARINGOSCOPIO CONVENCIONAL, DE FIBRA OPTICA, MACINTOSH 3, MEDIUM ADULTO",B,,45,ESTADOS UNIDOS,,"129,99999961","130,00000026","130,00000091",S,0,VIOLETA
005750100,"SET DE LARINGOSCOPIO CONVENCIONAL, DE FIBRA OPTICA, MANGO MEDIUM, CON HOJAS MAC",B,,45,ESTADOS UNIDOS,,"344,99999759","344,99999827","345,00000138",S,0,GRIS
006-40,"HUMIDIFICADOR 650 ML AQUAPAK CON ADAPTADOR, PRECARGADO CON AGUA ESTERIL",B,8,27,ESTADOS UNIDOS,,"4,19999999","3,49999999","3,79999999",N,0,AZUL
00660N-001,DISPENSADOR PARA CINTA DE INDENTIFICACION DE INSTRUMENTAL,B,6,54,ECUADOR,,"380,00000076","319,99999744","319,99999808",S,0,ROJO
00711177,"PINZA PARA CUERPO EXTRANO, DIAMETRO 2.4 MM Y LONGITUD 230 CM",B,8,54,ESTADOS UNIDOS,,"0,00000000","0,00000000","0,00000000",S,0,VERDE
007125,"BALON REMOVEDOR DE CALCULOS DURAGLIDE BALON DE DIAMETRO EXTERNO 15MM, CATETER 7-5FR/2.3-1.7MM, LONGITUD 200CM, DESECHABLE",B,8,15,ESTADOS UNIDOS,,"0,00000000",,,N,0,AMARILLO
0100-12LV,"TUBO MIC 12 FR, BALON DE 2-5 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,46999969","78,28000063","84,55999992",S,0,NARANJA
0100-14LV,"TUBO MIC 14 FR, BALON DE 3-5 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,47000031","78,28000000","84,56000025",S,0,VIOLETA
0100-16LV,"TUBO MIC 16 FR, BALON DE 3-5 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,46999948","78,28000031","84,55999992",S,0,GRIS
0100-18,"TUBO MIC 18 FR, BALON DE 7-10 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,47000073","78,28000016","84,56000034",S,0,AZUL
0100-20,"TUBO MIC 20 FR, BALON DE 7-10 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,46999958","78,28000000","84,56000000",S,0,ROJO
0100-22,"TUBO MIC 22 FR, BALON DE 7-10 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,46999990","78,28000016","84,55999949",S,0,VERDE
0100-24,"TUBO MIC 24 FR, BALON DE 7-10 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,47000021","78,27999961","84,56000034",S,0,AMARILLO
0100-26,"TUBO MIC 26 FR, BALON DE 7-10 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,47000084","78,28000000","84,56000059",S,0,NARANJA
0100-28,"TUBO MIC 28 FR, BALON DE 7-10 ML, PARA ALIMENTACION ENTERAL POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"104,47000042","78,27999937","84,55999966",S,0,VIOLETA
0120-12-0.8,"KIT MIC KEY 12FR, 0.8CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999907","174,07000052","188,07999850",S,0,GRIS
0120-12-1.0,"KIT MIC KEY 12FR, 1.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000186","174,06999930","188,08000019",S,0,AZUL
0120-12-1.2,"KIT MIC KEY 12FR, 1.2CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000093","174,07000052","188,08000000",S,0,ROJO
0120-12-1.5,"KIT MIC KEY 12FR, 1.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999814","174,07000070","188,07999887",S,0,VERDE
0120-12-1.7,"KIT MIC KEY 12FR, 1.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000093","174,07000087","188,08000075",S,0,AMARILLO
0120-12-2.0,"KIT MIC KEY 12FR, 2.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999980","168,99999983","182,60000037",N,0,NARANJA
0120-12-2.3,"KIT MIC KEY 12FR, 2.3CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000000","169,00000135","182,59999963",N,0,VIOLETA
0120-12-2.5,"KIT MIC KEY 12FR, 2.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999902","168,99999932","182,59999982",N,0,GRIS
0120-12-2.7,"KIT MIC KEY 12FR, 2.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000000","168,99999983","182,60000146",N,0,AZUL
0120-12-3.0,"KIT MIC KEY 12FR, 3.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000157","168,99999983","182,60000018",N,0,ROJO
0120-12-3.5,"KIT MIC KEY 12FR, 3.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000059","168,99999932","182,59999963",N,0,VERDE
0120-12-4.0,"KIT MIC KEY 12FR, 4.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000118","168,99999899","182,59999927",N,0,AMARILLO
0120-14-0.8,"KIT MIC KEY 14FR, 0.8CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000000","174,06999965","188,07999944",S,0,NARANJA
0120-14-1.0,"KIT MIC KEY 14FR, 1.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000116","174,06999878","188,07999906",S,0,VIOLETA
0120-14-1.2,"KIT MIC KEY 14FR, 1.2CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999977","174,07000139","188,08000094",S,0,GRIS
0120-14-1.5,"KIT MIC KEY 14FR, 1.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000163","174,07000052","188,08000094",S,0,AZUL
0120-14-1.7,"KIT MIC KEY 14FR, 1.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000046","174,07000139","188,08000150",S,0,ROJO
0120-14-2.0,"KIT MIC KEY 14FR, 2.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999930","174,06999878","188,07999850",S,0,VERDE
0120-14-2.3,"KIT MIC KEY 14FR, 2.3CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000098","169,00000017","182,60000000",N,0,AMARILLO
0120-14-2.5,"KIT MIC KEY 14FR, 2.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000070","174,07000122","188,08000094",S,0,NARANJA
0120-14-2.7,"KIT MIC KEY 14FR, 2.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999941","169,00000017","182,59999872",N,0,VIOLETA
0120-14-3.0,"KIT MIC KEY 14FR, 3.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999814","174,06999913","188,07999906",N,0,GRIS
0120-14-3.5,"KIT MIC KEY 14FR, 3.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,23,ESTADOS UNIDOS,,"196,10000078","168,99999865","182,59999963",N,0,AZUL
0120-14-4.0,"KIT MIC KEY 14FR, 4.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999980","168,99999932","182,59999854",N,0,ROJO
0120-14-4.5,"KIT MIC KEY 14FR, 4.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999941","169,00000068","182,59999963",N,0,VERDE
0120-14-5.0,"KIT MIC KEY 14FR, 5.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000118","168,99999932","182,59999982",N,0,AMARILLO
0120-14-5.5,"KIT MIC KEY 14FR, 5.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000000","168,99999949","182,60000128",N,0,NARANJA
0120-14-6.0,"KIT MIC KEY 14FR, 6.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999961","168,99999916","182,59999963",N,0,VIOLETA
0120-14-6.5,"KIT MIC KEY 14FR, 6.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999837","174,07000052","188,07999887",S,0,GRIS
0120-14-7.0,"KIT MIC KEY 14FR, 7.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000078","168,99999916","182,60000018",N,0,AZUL
0120-14-7.5,"KIT MIC KEY 14FR, 7.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000000","169,00000118","182,60000055",N,0,ROJO
0120-14-8.0,"KIT MIC KEY 14FR, 8.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000137","168,99999932","182,59999854",N,0,VERDE
0120-14-9.0,"KIT MIC KEY 14FR, 9.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999961","168,99999882","182,59999872",N,0,AMARILLO
0120-14-9.5,"KIT MIC KEY 14FR, 9.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999863","169,00000000","182,59999854",N,0,NARANJA
0120-16-0.8,"KIT MIC KEY 16FR, 0.8CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000070","174,06999983","188,08000150",S,0,VIOLETA
0120-16-1.0,"KIT MIC KEY 16FR, 1.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999954","174,07000035","188,08000000",S,0,GRIS
0120-16-1.2,"KIT MIC KEY 16FR, 1.2CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000116","174,07000104","188,08000094",S,0,AZUL
0120-16-1.5,"KIT MIC KEY 16FR, 1.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000023","174,07000104","188,08000132",S,0,ROJO
0120-16-1.7,"KIT MIC KEY 16FR, 1.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000070","174,06999913","188,08000056",S,0,VERDE
0120-16-2.0,"KIT MIC KEY 16FR, 2.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000186","174,06999983","188,08000094",S,0,AMARILLO
0120-16-2.3,"KIT MIC KEY 16FR, 2.3CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999837","174,06999983","188,07999925",S,0,NARANJA
0120-16-2.5,"KIT MIC KEY 16FR, 2.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000000","174,07000035","188,08000038",S,0,VIOLETA
0120-16-2.7,"KIT MIC KEY 16FR, 2.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999814","174,06999983","188,07999925",S,0,GRIS
0120-16-3.0,"KIT MIC KEY 16FR, 3.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999922","168,99999932","182,60000073",N,0,AZUL
0120-16-3.5,"KIT MIC KEY 16FR, 3.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000157","168,99999949","182,59999909",N,0,ROJO
0120-16-4.0,"KIT MIC KEY 16FR, 4.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000078","169,00000135","182,60000146",N,0,VERDE
0120-16-4.5,"KIT MIC KEY 16FR, 4.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999961","168,99999865","182,59999854",N,0,AMARILLO
0120-16-5.0,"KIT MIC KEY 16FR, 5.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999902","168,99999899","182,60000037",N,0,NARANJA
0120-16-5.5,"KIT MIC KEY 16FR, 5.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999941","168,99999916","182,59999982",N,0,VIOLETA
0120-16-6.0,"KIT MIC KEY 16FR, 6.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000000","169,00000000","182,59999854",N,0,GRIS
0120-16-6.5,"KIT MIC KEY 16FR, 6.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999902","169,00000084","182,59999963",N,0,AZUL
0120-18-0.8,"KIT MIC KEY 18FR, 0.8CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000163","174,07000070","188,07999850",S,0,ROJO
0120-18-1.0,"KIT MIC KEY 18FR, 1.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000186","174,07000035","188,07999981",S,0,VERDE
0120-18-1.2,"KIT MIC KEY 18FR, 1.2CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999814","174,07000017","188,07999981",S,0,AMARILLO
0120-18-1.5,"KIT MIC KEY 18FR, 1.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000046","174,07000139","188,08000094",S,0,NARANJA
0120-18-1.7,"KIT MIC KEY 18FR, 1.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000046","174,06999983","188,08000132",S,0,VIOLETA
0120-18-2.0,"KIT MIC KEY 18FR, 2.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999814","174,06999965","188,07999850",S,0,GRIS
0120-18-2.3,"KIT MIC KEY 18FR, 2.3CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000000","169,00000135","182,60000091",N,0,AZUL
0120-18-2.5,"KIT MIC KEY 18FR, 2.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000070","174,06999878","188,08000000",S,0,ROJO
0120-18-2.7,"KIT MIC KEY 18FR, 2.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000000","169,00000068","182,60000055",N,0,VERDE
0120-18-3.0,"KIT MIC KEY 18FR, 3.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000116","174,06999878","188,08000038",S,0,AMARILLO
0120-18-3.5,"KIT MIC KEY 18FR, 3.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999954","174,06999930","188,07999925",S,0,NARANJA
0120-18-4.0,"KIT MIC KEY 18FR, 4.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999954","174,07000070","188,07999944",S,0,VIOLETA
0120-18-4.5,"KIT MIC KEY 18FR, 4.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000157","168,99999899","182,60000110",N,0,GRIS
0120-18-5.0,"KIT MIC KEY 18FR, 5.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000118","169,00000068","182,60000055",N,0,AZUL
0120-18-5.5,"KIT MIC KEY 18FR, 5.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999863","169,00000101","182,60000110",N,0,ROJO
0120-18-6.0,"KIT MIC KEY 18FR, 6.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,10000059","169,00000068","182,60000073",N,0,VERDE
0120-20-0.8,"KIT MIC KEY 20FR, 0.8CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"196,09999961","168,99999966","182,60000073",N,0,AMARILLO
0120-20-1.0,"KIT MIC KEY 20FR, 1.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000163","174,06999896","188,08000132",S,0,NARANJA
0120-20-1.2,"KIT MIC KEY 20FR, 1.2CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000139","174,07000087","188,08000132",S,0,VIOLETA
0120-20-1.5,"KIT MIC KEY 20FR, 1.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999930","174,06999861","188,08000150",S,0,GRIS
0120-20-1.7,"KIT MIC KEY 20FR, 1.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000093","174,06999861","188,07999868",S,0,AZUL
0120-20-2.0,"KIT MIC KEY 20FR, 2.0CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000163","174,06999983","188,08000000",S,0,ROJO
0120-20-2.3,"KIT MIC KEY 20FR, 2.3CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000139","174,07000070","188,07999981",S,0,VERDE
0120-20-2.5,"KIT MIC KEY 20FR, 2.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000093","174,07000035","188,07999962",S,0,AMARILLO
0120-20-2.7,"KIT MIC KEY 20FR, 2.7CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000000","174,07000139","188,08000038",S,0,NARANJA
0120-20-3.0,"KIT MIC KEY 20FR, 3.0 CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,27999861","174,06999948","188,08000056",S,0,VIOLETA
0120-20-3.5,"KIT MIC KEY 20FR, 3.5CM LONG, BAJO PERFIL, PARA ALIMENTACION POR GASTROSTOMIA",B,20,78,ESTADOS UNIDOS,,"232,28000093","174,07000104","188,07999962",S,0,GRIS
